Date,Adj Close,Open,High,Low,Volume,
27/05/2014,35817,35817,35817,35549,283.03K,
28/05/2014,35549,35817,35817,35282,261.74K,
29/05/2014,35817,35549,36084,35549,424.82K,
30/05/2014,36618,35817,36618,35282,852.77K,
2/6/2014,36084,36351,36351,35817,386.68K,
3/6/2014,35817,36084,36084,35817,277.49K,
4/6/2014,34480,35817,35817,34213,201.58K,
5/6/2014,34747,34480,35015,33946,176.10K,
6/6/2014,34747,34747,35015,34747,200.70K,
9/6/2014,35282,35015,35282,34747,210.73K,
10/6/2014,35015,35282,35282,34747,333.03K,
11/6/2014,35015,35015,35282,35015,163.59K,
12/6/2014,34747,35015,35282,34747,297.40K,
13/06/2014,34480,34747,35015,34480,288.29K,
16/06/2014,34747,34480,34747,34480,240.83K,
17/06/2014,34480,34480,34747,34213,257.21K,
18/06/2014,34747,34480,34747,34213,364.94K,
19/06/2014,33946,34480,34480,33946,420.24K,
20/06/2014,33411,34213,34747,33411,2.25M,
23/06/2014,33946,33946,34213,33678,542.11K,
24/06/2014,33946,33946,34213,33678,541.25K,
25/06/2014,34480,33946,34480,33946,519.85K,
26/06/2014,34480,34480,34747,34213,310.00K,
27/06/2014,33946,34480,34480,33946,141.53K,
30/06/2014,34213,33946,34213,33678,399.12K,
1/7/2014,34480,34213,34747,34213,342.95K,
2/7/2014,34480,34480,34747,34213,88.61K,
3/7/2014,35015,34747,35015,34480,371.45K,
4/7/2014,35549,35015,35549,34747,508.57K,
7/7/2014,37955,37955,37955,37955,1.24M,
8/7/2014,38222,40093,40093,37955,2.46M,
9/7/2014,37955,38222,38489,37955,575.56K,
10/7/2014,37153,37955,37955,36886,540.92K,
11/7/2014,37153,36886,37420,36886,834.42K,
14/07/2014,37153,37420,37688,36886,513.29K,
15/07/2014,37420,37153,37688,37153,605.64K,
16/07/2014,37420,37688,37688,37153,758.70K,
17/07/2014,36886,37420,37420,36886,480.62K,
18/07/2014,37420,36886,37955,36886,1.46M,
21/07/2014,37688,37955,38489,37420,1.42M,
22/07/2014,37420,37688,37955,37420,408.16K,
23/07/2014,37420,37688,37688,37420,280.07K,
24/07/2014,37688,37420,37955,37153,1.37M,
25/07/2014,39024,37955,39559,37688,2.49M,
28/07/2014,38489,39024,39024,38489,953.80K,
29/07/2014,39024,39024,39024,38222,743.73K,
30/07/2014,39024,39024,39291,38757,620.53K,
31/07/2014,39559,39024,39826,38757,1.50M,
1/8/2014,40360,39559,40628,39291,1.19M,
4/8/2014,41697,40360,41964,40360,1.83M,
5/8/2014,41162,41697,41697,40895,3.54M,
6/8/2014,41430,40360,41964,39826,3.38M,
7/8/2014,41162,40895,41430,40895,1.18M,
8/8/2014,40628,40628,41162,40360,1.63M,
11/8/2014,40628,40360,40628,40093,1.17M,
12/8/2014,41964,40628,41964,40628,3.24M,
13/08/2014,41697,41430,41964,41162,3.10M,
14/08/2014,41964,41964,42231,41162,3.42M,
15/08/2014,41430,42231,42499,41430,4.21M,
18/08/2014,41697,41697,42231,41430,1.15M,
19/08/2014,41697,41964,42231,41430,1.32M,
20/08/2014,30272,30665,30862,30272,1.96M,
21/08/2014,30469,30469,30665,29879,2.83M,
22/08/2014,31058,30469,31451,30469,4.16M,
25/08/2014,31648,31451,31845,31255,4.21M,
26/08/2014,33615,33615,33615,33322,1.23M,
27/08/2014,33615,34492,35076,33615,5.37M,
28/08/2014,32738,33615,33615,32445,5.76M,
29/08/2014,34199,33322,34784,32445,5.33M,
3/9/2014,33907,34199,34492,33615,5.82M,
4/9/2014,33615,33615,33907,33322,3.88M,
5/9/2014,32445,33322,33615,32445,8.95M,
8/9/2014,33030,32738,33615,32738,2.51M,
9/9/2014,32445,33030,33030,31861,3.22M,
10/9/2014,32153,32153,32738,31569,6.25M,
11/9/2014,31861,32153,32738,31861,3.70M,
12/9/2014,32445,32153,32738,32153,2.86M,
15/09/2014,31861,32445,32738,31861,2.70M,
16/09/2014,31861,31861,31861,30984,4.69M,
17/09/2014,31861,32153,32153,31276,3.40M,
18/09/2014,31861,31861,31861,31276,2.88M,
19/09/2014,31861,31569,32445,31276,5.99M,
22/09/2014,31861,32153,32445,31861,1.28M,
23/09/2014,32738,31861,32738,31861,2.56M,
24/09/2014,32445,32738,32738,32153,2.02M,
25/09/2014,30399,31569,31569,30399,13.26M,
26/09/2014,30107,30107,30984,30107,3.62M,
29/09/2014,28353,29815,29815,28178,4.88M,
30/09/2014,28061,27827,28412,26775,8.33M,
1/10/2014,28938,28061,28938,28061,2.89M,
2/10/2014,28646,28938,28938,28412,4.20M,
3/10/2014,29230,28412,30107,28236,7.36M,
6/10/2014,29815,29815,30399,29522,2.31M,
7/10/2014,29522,30107,30107,29522,2.62M,
8/10/2014,29172,29230,29815,29172,2.79M,
9/10/2014,28587,29230,29522,28529,6.75M,
10/10/2014,28412,28470,29055,28295,2.93M,
13/10/2014,28529,28412,28879,28412,2.06M,
14/10/2014,28119,28529,28646,28119,3.58M,
15/10/2014,27886,28061,28119,27652,3.14M,
16/10/2014,27184,27710,27886,26892,5.05M,
17/10/2014,27067,27009,27418,26716,4.26M,
20/10/2014,27476,27184,28061,27126,2.09M,
21/10/2014,28587,27652,28587,27593,4.87M,
22/10/2014,28061,28646,28879,28061,3.54M,
23/10/2014,27652,27886,28178,27652,2.69M,
24/10/2014,27886,27652,28002,27535,1.27M,
27/10/2014,27418,27652,27944,27301,2.11M,
28/10/2014,27359,27359,27593,27301,1.56M,
29/10/2014,27886,27593,27886,27418,1.92M,
30/10/2014,27827,27944,28061,27769,1.32M,
31/10/2014,28061,27827,28061,27535,1.66M,
3/11/2014,28762,28353,28879,28295,4.57M,
4/11/2014,28353,28529,28762,28295,1.86M,
5/11/2014,28353,28353,28470,28002,1.29M,
6/11/2014,28119,28412,28412,28061,1.28M,
7/11/2014,28236,28119,28236,28002,970.04K,
10/11/2014,28470,28236,28762,28236,2.60M,
11/11/2014,28412,28470,28529,28295,1.30M,
12/11/2014,28529,28412,28646,28412,1.89M,
13/11/2014,28529,28529,28704,28412,1.60M,
14/11/2014,28879,28529,28938,28353,4.73M,
17/11/2014,28996,28938,29172,28879,1.99M,
18/11/2014,28353,28821,28879,28353,2.31M,
19/11/2014,28295,28236,28412,28178,1.51M,
20/11/2014,28178,28353,28529,28178,1.43M,
21/11/2014,28061,28178,28295,28002,1.62M,
24/11/2014,28061,28061,28412,27769,1.34M,
25/11/2014,28821,28236,28821,28178,2.84M,
26/11/2014,28295,28938,28938,28295,2.64M,
27/11/2014,28178,28353,28353,28061,615.92K,
28/11/2014,28236,28353,28704,28236,1.71M,
1/12/2014,28412,28236,28646,28236,690.73K,
2/12/2014,28353,28587,28587,28353,1.49M,
3/12/2014,28236,28353,28412,28178,2.49M,
4/12/2014,28295,28295,28470,28236,883.90K,
5/12/2014,28470,28295,28587,28295,1.52M,
8/12/2014,28587,28529,28704,28295,1.69M,
9/12/2014,27944,28470,28529,27710,2.39M,
10/12/2014,28470,27769,28587,27769,1.31M,
11/12/2014,28178,28061,28646,28061,2.06M,
12/12/2014,28178,28119,28353,28119,1.15M,
15/12/2014,28119,28178,28236,28061,705.42K,
16/12/2014,27476,28061,28061,27418,2.11M,
17/12/2014,26307,27476,27593,25723,3.86M,
18/12/2014,27535,26716,27593,26366,1.86M,
19/12/2014,27476,27359,27827,27242,5.71M,
22/12/2014,27476,27710,27710,27476,1.43M,
23/12/2014,27184,27476,27593,27126,336.35K,
24/12/2014,27301,27418,27418,27184,189.43K,
25/12/2014,26833,27359,27359,26833,283.75K,
26/12/2014,27242,26833,27418,26541,1.41M,
29/12/2014,27418,26950,27535,26950,764.57K,
30/12/2014,27769,27593,27769,27476,1.76M,
31/12/2014,27886,27827,28061,27710,573.02K,
5/1/2015,27827,27886,27886,27652,548.73K,
6/1/2015,27944,27710,27944,27652,790.90K,
7/1/2015,27886,27944,28061,27769,546.70K,
8/1/2015,28061,27886,28295,27886,1.35M,
9/1/2015,27944,28061,28412,27944,1.66M,
12/1/2015,27652,27944,28178,27652,808.04K,
13/01/2015,27535,27593,27827,27418,1.34M,
14/01/2015,27535,27710,27710,27476,1.00M,
15/01/2015,27710,27535,27769,27359,1.41M,
16/01/2015,27652,27710,27710,27476,471.38K,
19/01/2015,27652,27652,28002,27593,697.26K,
20/01/2015,27535,27710,27827,27535,541.14K,
21/01/2015,27535,27535,27710,27535,388.40K,
22/01/2015,27535,27710,27710,27535,350.58K,
23/01/2015,28061,27710,28061,27652,1.32M,
26/01/2015,28178,28353,28587,28061,413.36K,
27/01/2015,28061,28178,28236,27710,884.93K,
28/01/2015,27827,27827,28061,27769,552.94K,
29/01/2015,27827,27827,27944,27710,317.77K,
30/01/2015,28061,27886,28295,27827,1.61M,
2/2/2015,27886,28061,28119,27886,699.33K,
3/2/2015,27418,27886,27944,27418,521.53K,
4/2/2015,27418,27652,27652,27184,1.29M,
5/2/2015,27359,27301,27476,27301,451.73K,
6/2/2015,27418,27476,27593,27359,274.77K,
9/2/2015,27652,27418,27769,27418,748.15K,
10/2/2015,27593,27769,27886,27593,619.72K,
11/2/2015,28353,27710,28353,27593,1.53M,
12/2/2015,29230,28587,29230,28529,3.80M,
13/02/2015,29522,29230,30107,29230,2.49M,
24/02/2015,30107,29815,30107,29230,1.55M,
25/02/2015,29230,29815,30107,29230,1.29M,
26/02/2015,29172,29230,29522,28762,1.98M,
27/02/2015,28938,29230,29230,28938,920.49K,
2/3/2015,29172,28996,29230,28938,1.35M,
3/3/2015,30399,29172,30692,29172,4.06M,
4/3/2015,30107,30399,30399,29815,1.40M,
5/3/2015,29815,29815,30107,29522,1.45M,
6/3/2015,29172,29230,29815,29172,2.55M,
9/3/2015,29055,29172,29522,28996,1.13M,
10/3/2015,29055,28938,29172,28879,1.53M,
11/3/2015,28821,29055,29055,28762,1.44M,
12/3/2015,28996,28821,29172,28821,1.39M,
13/03/2015,28996,28996,29172,28938,905.71K,
16/03/2015,28762,28938,28996,28587,1.98M,
17/03/2015,28821,28821,28879,28704,568.88K,
18/03/2015,28821,28821,28879,28762,1.21M,
19/03/2015,28704,28879,28938,28529,1.35M,
20/03/2015,28412,28704,28762,28412,3.34M,
23/03/2015,28236,28412,28704,28178,1.21M,
24/03/2015,28236,28236,28295,28119,1.81M,
25/03/2015,28178,28236,28295,28119,1.09M,
26/03/2015,27769,28061,28178,27769,994.83K,
27/03/2015,27535,28236,28236,27476,1.88M,
30/03/2015,27242,27593,27652,27242,1.60M,
31/03/2015,27476,27242,27535,27242,1.22M,
1/4/2015,26892,27476,27476,26892,824.90K,
2/4/2015,27067,27126,27126,26833,760.76K,
3/4/2015,26950,27067,27067,26950,533.10K,
6/4/2015,26833,26950,27009,26833,779.69K,
7/4/2015,27009,26833,27009,26716,1.15M,
8/4/2015,26892,27009,27067,26892,1.05M,
9/4/2015,26950,26892,27242,26892,1.09M,
10/4/2015,27769,27067,28002,27067,2.09M,
13/04/2015,28412,27827,28470,27827,2.90M,
14/04/2015,27827,28470,28470,27827,729.68K,
15/04/2015,27769,27944,28002,27535,759.46K,
16/04/2015,28119,27769,28295,27769,1.03M,
17/04/2015,28529,28178,28879,28119,1.84M,
20/04/2015,28412,28412,28646,28353,1.60M,
21/04/2015,28353,28412,28587,28295,1.01M,
22/04/2015,28412,28529,28529,28353,1.07M,
23/04/2015,28529,28529,28646,28353,1.00M,
24/04/2015,28529,28529,28646,28470,492.45K,
27/04/2015,28412,28646,28646,28412,414.47K,
4/5/2015,28119,26424,28470,26424,2.48M,
5/5/2015,28529,28119,28529,28061,1.30M,
6/5/2015,28119,28529,28529,28061,318.23K,
7/5/2015,28412,28119,28412,28061,449.71K,
8/5/2015,28236,28412,28412,28236,121.43K,
11/5/2015,28061,28353,28353,28061,529.69K,
12/5/2015,27769,28178,28178,27476,1.06M,
13/05/2015,27769,27769,27827,27359,949.88K,
14/05/2015,27710,27769,27827,27652,142.20K,
15/05/2015,27476,27710,27886,27476,783.66K,
18/05/2015,27067,27476,27535,27067,2.83M,
19/05/2015,27242,27242,27301,27067,944.76K,
20/05/2015,27535,27242,27827,27242,1.06M,
21/05/2015,27593,27476,27769,27418,662.54K,
22/05/2015,28353,27535,28353,27418,1.81M,
25/05/2015,28178,28236,28236,27886,571.65K,
26/05/2015,28236,28119,28529,28119,1.07M,
27/05/2015,28119,28353,28470,28119,1.22M,
28/05/2015,27944,28061,28178,27944,1.07M,
29/05/2015,27769,27944,28119,27769,1.06M,
1/6/2015,28470,28119,28762,28061,2.12M,
2/6/2015,28119,28529,28587,28119,715.17K,
3/6/2015,28236,28061,28412,28061,1.31M,
4/6/2015,28529,28353,28646,28353,2.19M,
5/6/2015,28529,28529,28762,28412,1.07M,
8/6/2015,28646,28529,28938,28529,1.01M,
9/6/2015,28646,28762,28821,28587,763.29K,
10/6/2015,28412,28646,28704,28353,815.27K,
11/6/2015,28762,28412,28762,28412,903.23K,
12/6/2015,30399,28879,30399,28821,5.13M,
15/06/2015,29522,30399,30399,29230,1.45M,
16/06/2015,29522,29522,29815,29172,1.27M,
17/06/2015,29522,29522,30107,29113,1.12M,
18/06/2015,29522,29522,29815,29522,1.17M,
19/06/2015,29815,29815,30107,29522,1.62M,
22/06/2015,30107,30107,30399,29815,911.27K,
23/06/2015,30399,30107,30692,29815,2.32M,
24/06/2015,30692,30107,30692,30107,1.33M,
25/06/2015,30692,30399,30984,30107,1.86M,
26/06/2015,30399,30399,30692,30399,1.76M,
29/06/2015,31403,30962,31844,30962,2.40M,
30/06/2015,31991,31256,32506,31256,4.66M,
1/7/2015,31918,32359,32359,31623,1.08M,
2/7/2015,32285,32138,32285,31991,1.52M,
3/7/2015,32800,32653,33021,32580,2.63M,
6/7/2015,32800,33094,33168,32359,2.18M,
7/7/2015,32506,32653,32874,32432,2.80M,
8/7/2015,31991,32432,32432,31771,2.24M,
9/7/2015,32359,31623,32800,31476,2.26M,
10/7/2015,32580,32580,32800,32359,1.81M,
13/07/2015,32432,32580,32580,32359,1.71M,
14/07/2015,32359,32138,32432,32138,873.42K,
15/07/2015,31991,32506,32506,31844,1.98M,
16/07/2015,31476,31623,31844,31403,1.28M,
17/07/2015,31403,31623,31697,31256,1.05M,
20/07/2015,31329,31403,31844,31182,1.04M,
21/07/2015,31623,31256,31844,31256,782.41K,
22/07/2015,32727,31844,32800,31697,2.69M,
23/07/2015,32432,32727,33094,32432,1.49M,
24/07/2015,32212,32653,32653,32065,1.02M,
27/07/2015,32359,32359,32580,32138,2.22M,
28/07/2015,32212,32506,33021,32212,3.48M,
29/07/2015,31771,32359,32432,31697,1.60M,
30/07/2015,31697,31771,31918,31550,991.80K,
31/07/2015,31697,31550,31918,31403,1.86M,
3/8/2015,31697,31403,31918,31329,2.46M,
4/8/2015,31623,31476,31697,31403,966.51K,
5/8/2015,31771,31697,31771,31476,672.68K,
6/8/2015,31623,31623,31771,31403,666.51K,
7/8/2015,31623,31697,31697,31550,433.61K,
10/8/2015,31991,31623,31991,31623,1.09M,
11/8/2015,32138,31991,32138,31918,1.54M,
12/8/2015,31697,32138,32138,31697,1.10M,
13/08/2015,31256,31697,31697,31182,1.17M,
14/08/2015,30741,31256,31550,30594,1.11M,
17/08/2015,30153,30741,31109,30153,1.03M,
18/08/2015,30667,30153,30667,30153,766.74K,
19/08/2015,30006,30667,30667,29858,1.07M,
20/08/2015,29858,30006,30300,29491,1.55M,
21/08/2015,29491,29638,29858,28535,4.23M,
24/08/2015,29491,29491,29491,27873,3.72M,
25/08/2015,29491,28535,29491,28535,3.09M,
26/08/2015,29564,29197,29711,29123,2.23M,
27/08/2015,30153,29711,30373,29491,1.94M,
28/08/2015,30667,30447,30667,30006,1.27M,
31/08/2015,30520,30667,30667,30006,1.21M,
1/9/2015,30520,30520,30667,29932,1.20M,
3/9/2015,30226,30520,30520,30153,1.68M,
4/9/2015,30520,30300,30520,30226,974.37K,
7/9/2015,30594,30300,30815,30226,589.79K,
8/9/2015,30667,30594,30815,30520,789.31K,
9/9/2015,30815,30888,30888,30667,699.39K,
10/9/2015,31182,30667,31256,30300,1.49M,
11/9/2015,30888,31182,31182,30815,605.82K,
14/09/2015,30741,30888,30888,30594,648.80K,
15/09/2015,30667,30741,30741,30447,1.31M,
16/09/2015,30667,30667,30815,30594,1.76M,
17/09/2015,30888,30888,31035,30667,618.47K,
18/09/2015,30888,31182,31256,30888,9.51M,
21/09/2015,31550,31182,31623,31035,1.58M,
22/09/2015,31476,31550,31623,31329,496.99K,
23/09/2015,31256,31256,31403,31182,961.83K,
24/09/2015,31182,31403,31403,31182,903.65K,
25/09/2015,30962,31182,31182,30815,866.12K,
28/09/2015,30888,30962,31035,30667,632.61K,
29/09/2015,30594,30667,30815,30447,586.58K,
30/09/2015,30667,30815,30888,30667,459.77K,
1/10/2015,30594,30815,30962,30594,568.29K,
2/10/2015,30594,30594,30667,30447,672.64K,
5/10/2015,30594,30594,30667,30520,642.25K,
6/10/2015,30962,30888,31035,30741,1.14M,
7/10/2015,31256,31035,31697,30741,2.85M,
8/10/2015,31991,31256,32432,31256,3.34M,
9/10/2015,31844,31991,32285,31844,2.49M,
12/10/2015,31771,31844,32065,31697,1.33M,
13/10/2015,31476,31697,31771,31476,1.60M,
14/10/2015,31256,31623,31623,31256,1.60M,
15/10/2015,31256,31403,31476,31256,734.20K,
16/10/2015,31476,31256,31476,31256,501.52K,
19/10/2015,31403,31476,31476,31329,464.79K,
20/10/2015,31035,31403,31403,30962,784.24K,
21/10/2015,30667,31256,31256,30667,786.56K,
22/10/2015,31256,30741,31476,30741,651.21K,
