Date,Adj Close,Open,High,Low,Volume,
23/02/2017,37397,37769,38017,37190,707.45K,
24/02/2017,37397,37397,38017,37107,615.03K,
27/02/2017,37975,37438,38430,37438,954.21K,
28/02/2017,37190,38182,38182,37190,1.22M,
1/3/2017,36942,36942,37479,36612,787.81K,
2/3/2017,36446,36859,37149,36364,961.56K,
3/3/2017,36777,36736,37107,36612,351.58K,
6/3/2017,36983,37107,37521,36859,443.96K,
7/3/2017,37066,36983,37438,36859,288.73K,
8/3/2017,36777,37066,37066,36364,670.98K,
9/3/2017,36529,36777,36777,36529,328.12K,
10/3/2017,36529,36405,36942,36364,1.02M,
13/03/2017,36529,36859,36942,36529,439.08K,
14/03/2017,36405,36529,36777,36405,447.80K,
15/03/2017,35950,36446,36529,35785,674.62K,
16/03/2017,36364,35702,36364,35702,232.74K,
17/03/2017,36198,36529,37025,36198,1.29M,
20/03/2017,35785,36612,36777,35785,1.42M,
21/03/2017,34256,36198,36198,33884,8.15M,
22/03/2017,34421,34256,35041,34256,1.81M,
23/03/2017,35124,34421,35207,34421,1.25M,
24/03/2017,35000,34959,35083,34835,1.89M,
27/03/2017,35000,34793,35041,34711,1.28M,
28/03/2017,34711,35000,35000,34711,860.25K,
29/03/2017,34876,34959,35041,34711,886.35K,
30/03/2017,34876,34959,35000,34711,804.87K,
31/03/2017,34545,34793,35000,34545,731.11K,
3/4/2017,34298,34628,34711,34298,754.35K,
4/4/2017,34711,34463,34711,34339,640.68K,
5/4/2017,34380,34711,34793,34380,637.10K,
7/4/2017,34711,34380,34711,34298,448.81K,
10/4/2017,35041,34711,35124,34628,1.15M,
11/4/2017,35165,34793,35496,34793,1.47M,
12/4/2017,34752,35165,35455,34711,798.75K,
13/04/2017,35041,34752,35331,34752,1.04M,
14/04/2017,34504,34876,35000,34463,847.10K,
17/04/2017,34504,34504,34711,33678,1.54M,
18/04/2017,34463,34298,34711,34132,508.97K,
19/04/2017,34298,34463,34463,34256,1.16M,
20/04/2017,33554,34298,34380,33471,1.42M,
21/04/2017,33471,33223,34091,33223,572.54K,
24/04/2017,33058,33306,33802,32769,511.78K,
25/04/2017,33347,33058,33471,33058,352.87K,
26/04/2017,33388,33388,33471,33140,506.40K,
27/04/2017,33802,33388,33884,33388,644.88K,
28/04/2017,33802,33471,33802,33388,1.05M,
3/5/2017,33471,33967,33967,33306,399.91K,
4/5/2017,33306,33512,33512,33140,841.02K,
5/5/2017,33388,33306,33388,33140,626.82K,
8/5/2017,33388,33388,33512,33182,553.41K,
9/5/2017,33678,33388,33802,33306,701.76K,
10/5/2017,33430,33512,33719,33388,874.26K,
11/5/2017,33471,33471,33760,33430,1.04M,
12/5/2017,33471,33388,33554,33306,451.11K,
15/05/2017,33802,33471,34132,33306,793.25K,
16/05/2017,34298,33884,34298,33719,1.22M,
17/05/2017,34132,34132,34463,34008,651.15K,
18/05/2017,34132,34132,34463,33926,986.71K,
19/05/2017,33802,34132,34132,33636,780.49K,
22/05/2017,34050,33719,34215,33719,999.25K,
23/05/2017,33760,34050,34050,33719,966.81K,
24/05/2017,33471,33760,33843,33388,1.70M,
25/05/2017,33099,33306,33471,33017,2.20M,
26/05/2017,33471,33140,33471,33058,876.79K,
29/05/2017,33595,33471,33678,33058,949.71K,
30/05/2017,33264,33306,33554,33264,805.78K,
31/05/2017,33264,33306,33636,33223,767.10K,
1/6/2017,33512,33471,33595,33264,860.18K,
2/6/2017,33554,33512,33595,33388,762.93K,
5/6/2017,33554,33471,33595,33264,597.86K,
6/6/2017,33595,33678,33678,33512,531.84K,
7/6/2017,33884,33595,33884,33595,598.32K,
8/6/2017,34132,33967,34545,33636,849.70K,
9/6/2017,34380,34215,34545,34215,651.27K,
12/6/2017,35000,34545,35000,34380,1.39M,
13/06/2017,35537,35165,35537,34917,1.15M,
14/06/2017,34298,35537,35620,34050,2.22M,
15/06/2017,34959,34380,34959,34380,940.53K,
16/06/2017,35537,35413,35537,35041,4.43M,
19/06/2017,35620,35124,35620,35000,914.78K,
20/06/2017,34959,35702,35702,34959,574.96K,
21/06/2017,35372,34959,35372,34669,673.11K,
22/06/2017,34793,35248,35289,34793,352.36K,
23/06/2017,34752,34545,34793,34545,547.03K,
26/06/2017,35372,34752,35496,34752,701.63K,
27/06/2017,35207,35372,35372,35124,263.15K,
28/06/2017,35083,35207,35207,34917,291.28K,
29/06/2017,35000,35372,35372,34959,207.79K,
30/06/2017,35289,35207,35289,34917,547.21K,
3/7/2017,34959,35289,35289,34876,650.52K,
4/7/2017,34711,34876,34959,34298,1.14M,
5/7/2017,34711,34959,35041,34421,597.15K,
6/7/2017,35041,35124,35124,34711,392.35K,
7/7/2017,34711,35248,35289,34711,289.07K,
10/7/2017,33967,34959,34959,33884,672.53K,
11/7/2017,34793,33967,34793,33967,527.57K,
12/7/2017,35207,35083,35207,34711,556.31K,
13/07/2017,35207,35207,35207,34628,668.65K,
14/07/2017,35207,35207,35207,34876,429.73K,
17/07/2017,35041,35124,35124,34545,591.98K,
18/07/2017,34959,34298,34959,34298,176.93K,
19/07/2017,34711,35124,35124,34669,363.16K,
20/07/2017,35041,34711,35041,34545,313.73K,
21/07/2017,35083,34793,35083,34421,681.69K,
24/07/2017,34876,35083,35083,34628,269.55K,
25/07/2017,34711,34545,34793,34545,234.40K,
26/07/2017,35207,34711,35207,34545,614.99K,
27/07/2017,34959,34793,35207,34793,308.20K,
28/07/2017,35455,34959,35455,34711,522.36K,
31/07/2017,36777,36033,36777,35950,1.51M,
1/8/2017,36694,36777,36777,36364,489.58K,
2/8/2017,36694,36281,36777,36281,470.51K,
3/8/2017,36694,36529,37025,36364,583.09K,
4/8/2017,36818,36859,37107,36694,527.90K,
7/8/2017,36777,36818,36859,36612,414.63K,
8/8/2017,37107,36777,37107,36777,793.16K,
9/8/2017,35950,36612,37190,35950,764.41K,
10/8/2017,35702,35950,36198,35537,216.18K,
11/8/2017,35950,35702,36116,35455,151.65K,
14/08/2017,35950,35950,35992,35702,275.75K,
15/08/2017,35207,35868,35950,35124,614.98K,
16/08/2017,35372,35124,35413,35041,314.04K,
17/08/2017,35331,35537,35537,35041,404.16K,
18/08/2017,35331,35331,35620,35041,633.25K,
21/08/2017,35455,34959,35455,34959,360.29K,
22/08/2017,35372,35207,35537,35207,265.07K,
23/08/2017,35785,35744,35785,35372,171.72K,
24/08/2017,35992,35950,36322,35785,473.70K,
25/08/2017,36818,35992,36983,35992,756.66K,
28/08/2017,37603,36818,37603,36446,986.45K,
29/08/2017,38058,37521,38182,37149,1.27M,
30/08/2017,40661,38058,40661,38058,1.92M,
31/08/2017,40496,40496,41818,40083,1.77M,
1/9/2017,40826,40248,41240,40248,742.83K,
5/9/2017,41488,41240,41570,40992,1.31M,
6/9/2017,41322,41488,41488,40496,1.18M,
7/9/2017,41281,41322,41322,40826,566.84K,
8/9/2017,41818,41322,42397,40785,2.03M,
11/9/2017,40744,41653,41653,40744,820.90K,
12/9/2017,40744,40165,40744,40165,2.13M,
13/09/2017,39752,40744,40785,39669,1.19M,
14/09/2017,40620,39298,41322,39298,1.26M,
15/09/2017,40413,39835,40909,39835,4.28M,
18/09/2017,40496,40413,40826,40331,374.37K,
19/09/2017,40578,40496,40744,40372,819.38K,
20/09/2017,40496,40578,40620,40248,710.28K,
21/09/2017,40578,40496,40578,39711,777.58K,
22/09/2017,40578,40661,41074,39917,768.89K,
25/09/2017,40496,40496,40744,40331,1.20M,
26/09/2017,40826,40496,41281,40331,1.33M,
27/09/2017,42231,41157,42562,41157,1.95M,
28/09/2017,41983,42479,42810,41983,970.76K,
29/09/2017,42314,41736,42314,41736,933.47K,
2/10/2017,42149,42314,42397,42066,870.11K,
3/10/2017,42231,42231,43388,42231,3.56M,
4/10/2017,42975,42479,42975,42314,2.34M,
5/10/2017,43554,43058,43967,42975,1.98M,
6/10/2017,43471,43554,43719,43223,1.51M,
9/10/2017,42975,43306,43306,42397,793.58K,
10/10/2017,43140,42562,43140,41901,2.19M,
11/10/2017,45372,43140,45372,43140,2.20M,
12/10/2017,45455,45041,46116,44545,1.16M,
13/10/2017,46281,45041,46281,44959,1.41M,
16/10/2017,45124,46281,46446,45124,1.41M,
17/10/2017,45702,45289,46116,45041,740.21K,
18/10/2017,45372,45702,46033,45372,780.70K,
19/10/2017,45455,45372,45620,45041,789.25K,
20/10/2017,45702,45455,46116,45124,2.06M,
23/10/2017,45785,45785,45950,45455,1.26M,
24/10/2017,45868,45868,46116,45207,1.23M,
25/10/2017,45702,45868,45950,45455,773.76K,
26/10/2017,45702,45702,45785,43802,1.72M,
27/10/2017,47107,46116,47438,45620,2.28M,
30/10/2017,47934,47438,48347,47190,1.84M,
31/10/2017,48347,48182,48595,47686,1.48M,
1/11/2017,48430,48430,48595,48099,1.75M,
2/11/2017,49587,48430,49587,48347,1.69M,
3/11/2017,49752,49504,50083,48760,1.49M,
6/11/2017,50000,49917,50248,49587,1.24M,
7/11/2017,51240,50248,51653,49835,1.99M,
8/11/2017,54132,52893,54215,51653,2.46M,
9/11/2017,56694,55785,57851,55372,2.30M,
10/11/2017,54545,56033,57851,53967,2.47M,
13/11/2017,56694,54545,56694,53967,1.47M,
14/11/2017,56694,56612,57438,55702,2.05M,
15/11/2017,57025,56694,57438,55620,2.92M,
16/11/2017,57769,56198,57769,56198,1.75M,
17/11/2017,59008,58017,59504,57769,1.90M,
20/11/2017,63058,59339,63058,59091,2.37M,
21/11/2017,63636,64463,67438,63223,4.55M,
22/11/2017,62810,63636,65124,60744,2.02M,
23/11/2017,63223,62810,64297,62149,1.58M,
24/11/2017,61570,63223,63223,61570,1.04M,
27/11/2017,62810,61157,65702,59504,2.60M,
28/11/2017,62975,64050,65207,62810,2.16M,
29/11/2017,62975,63636,63636,62893,1.60M,
30/11/2017,61570,62975,63388,61570,2.09M,
1/12/2017,61653,61570,62314,60992,1.17M,
4/12/2017,62893,62066,63802,61570,2.08M,
5/12/2017,60331,63636,64876,58512,4.46M,
6/12/2017,60331,60826,60826,57769,3.24M,
7/12/2017,59504,59917,60992,58678,1.22M,
8/12/2017,60331,58843,60744,57438,2.14M,
11/12/2017,59504,59504,60496,58678,1.28M,
12/12/2017,58843,60331,60413,57025,1.38M,
13/12/2017,59504,59091,59669,58595,662.60K,
14/12/2017,59504,59421,59917,58678,577.42K,
15/12/2017,58017,58430,59256,57934,5.06M,
18/12/2017,61157,59008,61157,59008,1.45M,
19/12/2017,60744,61653,62397,60578,1.22M,
20/12/2017,60744,60578,61074,59835,1.82M,
21/12/2017,60331,61074,62397,60331,2.08M,
22/12/2017,62479,60909,62479,60661,2.73M,
25/12/2017,64463,62810,64463,62645,1.69M,
26/12/2017,64463,64711,65289,64297,2.79M,
27/12/2017,63802,64463,65289,63388,3.54M,
28/12/2017,63967,64050,64876,63967,1.34M,
29/12/2017,63884,64132,66033,63636,2.55M,
2/1/2018,64628,64132,64876,63967,1.74M,
3/1/2018,66529,65702,68760,64959,6.07M,
4/1/2018,66942,67355,68678,66529,3.55M,
5/1/2018,66116,66942,66942,65289,3.42M,
8/1/2018,66364,66116,67686,65372,4.81M,
9/1/2018,66612,66859,68182,66116,3.97M,
10/1/2018,66777,66942,68017,66612,4.27M,
11/1/2018,66942,66777,67934,66198,3.91M,
12/1/2018,70578,67355,71322,67190,6.83M,
15/01/2018,72066,71405,73388,71157,4.83M,
16/01/2018,71074,72066,72314,70248,4.88M,
17/01/2018,69421,71074,71736,68595,4.43M,
18/01/2018,69752,68595,69752,66529,3.05M,
19/01/2018,69421,70248,71240,69421,5.50M,
22/01/2018,70248,69835,70744,69421,2.39M,
25/01/2018,70331,70248,73967,70248,7.86M,
26/01/2018,70661,71074,71488,70165,2.27M,
29/01/2018,70661,71074,72149,70413,1.99M,
30/01/2018,70248,70661,70909,69008,3.06M,
31/01/2018,71074,70661,73058,70331,6.25M,
1/2/2018,71570,72314,72562,70248,2.96M,
2/2/2018,72066,71488,73140,71488,5.01M,
5/2/2018,67025,70578,71074,67025,3.13M,
6/2/2018,67025,62397,67025,62397,7.76M,
7/2/2018,66942,67769,68512,66942,1.90M,
8/2/2018,65289,66116,66942,65289,1.25M,
9/2/2018,64628,62810,64959,61570,1.83M,
12/2/2018,69091,65289,69091,65289,1.70M,
13/02/2018,71157,70248,71901,69421,1.65M,
21/02/2018,74380,72645,76033,72149,3.67M,
22/02/2018,74793,74380,76033,73636,2.49M,
23/02/2018,75702,75207,76033,75207,1.59M,
26/02/2018,78512,76033,79752,76033,3.22M,
27/02/2018,77273,79752,80083,76446,2.80M,
28/02/2018,78430,76281,78595,76281,2.00M,
1/3/2018,77686,78017,79174,77107,1.49M,
2/3/2018,78099,76033,78926,76033,1.06M,
5/3/2018,77686,78512,82314,77686,2.37M,
6/3/2018,81405,79339,81405,77686,1.89M,
7/3/2018,81488,81405,82645,79752,1.88M,
8/3/2018,85289,80992,86281,80909,3.02M,
9/3/2018,85537,85289,87603,82645,3.86M,
12/3/2018,82645,85124,86033,82397,5.03M,
13/03/2018,84793,82645,85041,82562,1.65M,
14/03/2018,84711,84711,86694,84711,2.48M,
15/03/2018,82231,85041,85041,82231,3.37M,
16/03/2018,82397,82149,83471,82149,3.74M,
19/03/2018,86281,82810,86777,82810,1.45M,
20/03/2018,86116,85124,87190,85124,1.27M,
21/03/2018,89256,86694,89752,86364,4.26M,
22/03/2018,89256,90083,91488,89256,2.74M,
23/03/2018,90496,87273,91901,87190,4.18M,
26/03/2018,94050,90909,96777,89669,5.67M,
27/03/2018,93388,96694,97355,93306,3.81M,
28/03/2018,94628,93388,95868,92727,1.76M,
29/03/2018,95041,94628,95455,93802,1.91M,
30/03/2018,96859,95124,96859,94215,2.10M,
2/4/2018,101653,98099,102893,97521,2.97M,
3/4/2018,101074,100992,101653,99835,2.92M,
4/4/2018,105372,101653,106529,101653,2.35M,
5/4/2018,108264,109091,109917,107190,3.86M,
6/4/2018,109421,107438,109504,107190,2.36M,
9/4/2018,111488,111570,111983,109917,3.88M,
10/4/2018,108264,111570,113058,108264,5.44M,
11/4/2018,104132,108760,110331,102479,3.89M,
12/4/2018,104959,102479,105620,100331,4.35M,
13/04/2018,105455,105785,107934,104959,2.53M,
16/04/2018,106364,105785,106777,102893,2.04M,
17/04/2018,107438,107438,109091,105372,2.79M,
18/04/2018,107355,108264,109091,107355,2.79M,
19/04/2018,99917,106281,106612,99917,6.67M,
20/04/2018,101653,99917,102893,94132,5.04M,
23/04/2018,101818,102479,103967,101488,5.85M,
24/04/2018,104959,99174,105455,97686,10.55M,
26/04/2018,104959,104793,104959,101570,7.79M,
27/04/2018,104132,101405,104545,100826,3.65M,
2/5/2018,103306,104132,104132,99174,6.30M,
3/5/2018,101653,101653,104215,100826,5.72M,
4/5/2018,102893,100496,103388,99174,3.89M,
7/5/2018,102975,102066,103306,102066,1.28M,
8/5/2018,102397,102975,103223,101818,1.53M,
9/5/2018,101570,101322,101818,100661,2.04M,
10/5/2018,99587,101488,101488,99174,2.16M,
11/5/2018,102479,99256,102479,98347,1.63M,
14/05/2018,109091,103306,109091,103306,2.86M,
15/05/2018,109091,110661,111405,109091,2.07M,
16/05/2018,107438,109091,109091,105785,1.06M,
17/05/2018,101653,107438,107438,101240,2.14M,
18/05/2018,101653,100826,103306,99587,1.84M,
21/05/2018,94545,101653,101653,94545,2.73M,
22/05/2018,87934,91570,94215,87934,3.13M,
23/05/2018,85124,83554,87851,81818,2.86M,
24/05/2018,86033,85124,86777,83636,3.67M,
25/05/2018,88430,86033,91405,82645,3.21M,
28/05/2018,91736,84959,91736,84711,3.82M,
29/05/2018,90909,87851,92149,87686,2.06M,
30/05/2018,91736,90992,93802,87521,2.21M,
31/05/2018,95868,92397,96694,90083,6.74M,
1/6/2018,98347,95372,99174,94215,5.12M,
4/6/2018,99174,98347,99256,97934,1.09M,
5/6/2018,100083,99174,101240,98016,1.21M,
6/6/2018,102562,99174,102810,97273,2.48M,
7/6/2018,102645,103223,103636,101818,1.79M,
8/6/2018,102645,101818,103140,100826,1.09M,
11/6/2018,102727,102479,103388,101240,1.74M,
12/6/2018,102810,99174,102975,99174,2.52M,
13/06/2018,105785,100826,105785,100826,2.21M,
14/06/2018,104132,106446,106446,103306,1.91M,
15/06/2018,102066,104132,104793,102066,5.77M,
18/06/2018,101983,102066,104050,101240,1.71M,
19/06/2018,101653,100413,101983,96694,2.45M,
20/06/2018,103306,101653,103306,100826,1.06M,
21/06/2018,102479,103306,103719,100992,2.06M,
22/06/2018,101488,103223,103223,101488,558.56K,
25/06/2018,102231,103306,103306,101653,680.81K,
26/06/2018,102149,100000,102397,99587,922.41K,
27/06/2018,103471,102149,103967,101653,1.43M,
28/06/2018,107500,105000,110700,105000,1.19M,
29/06/2018,107500,105100,107800,105100,2.97M,
2/7/2018,107200,106000,108500,106000,953.20K,
3/7/2018,99700,106000,107000,99700,3.21M,
4/7/2018,105000,99500,106200,97000,1.97M,
5/7/2018,106500,104000,107300,103000,1.42M,
6/7/2018,106200,104100,106900,101800,1.43M,
9/7/2018,105000,106000,107300,104500,701.99K,
10/7/2018,103000,105000,106500,102500,795.03K,
11/7/2018,104500,101000,104500,100000,840.12K,
12/7/2018,103000,104900,104900,101000,357.71K,
13/07/2018,103000,104200,104200,102000,564.04K,
16/07/2018,102500,103500,103500,101000,1.07M,
17/07/2018,104000,101000,104100,100000,1.21M,
18/07/2018,105000,102500,105000,102500,1.92M,
19/07/2018,105000,105000,105000,103000,2.86M,
20/07/2018,103600,103500,105000,103500,2.19M,
23/07/2018,104000,103600,106500,103300,1.26M,
24/07/2018,104500,104000,105600,104000,1.49M,
25/07/2018,104400,104500,105400,104100,755.57K,
26/07/2018,106000,105300,106000,104400,1.30M,
27/07/2018,106400,107000,107600,105700,1.19M,
30/07/2018,106400,106900,106900,105600,1.16M,
31/07/2018,106400,106000,107500,105100,1.90M,
1/8/2018,106500,106300,107500,106300,1.27M,
2/8/2018,106700,106500,107400,106200,1.63M,
3/8/2018,111500,107200,112700,106800,2.53M,
6/8/2018,111500,112000,112900,109700,3.67M,
7/8/2018,110300,111000,111500,109900,1.10M,
8/8/2018,108800,109700,110900,108600,1.62M,
9/8/2018,104200,107500,108700,104000,2.82M,
10/8/2018,104200,104000,105800,101000,1.89M,
13/08/2018,102800,103500,104000,101400,1.73M,
14/08/2018,103300,102800,104600,101800,1.17M,
15/08/2018,101900,103300,104300,101900,644.81K,
16/08/2018,102100,100100,103100,100100,1.23M,
17/08/2018,102300,102100,103300,102100,449.53K,
20/08/2018,102600,102000,103200,102000,1.00M,
21/08/2018,103100,102500,103100,102000,1.04M,
22/08/2018,103600,103500,104100,103100,795.47K,
23/08/2018,104600,104000,105900,104000,1.81M,
24/08/2018,104000,104600,105100,103800,1.26M,
27/08/2018,104200,104100,105000,103800,839.36K,
28/08/2018,104200,103600,104500,103500,617.62K,
29/08/2018,103000,104200,104200,103000,533.72K,
30/08/2018,103400,103000,103500,102500,1.17M,
31/08/2018,103400,103300,103400,101500,1.81M,
4/9/2018,102100,103400,103400,102000,343.19K,
5/9/2018,101500,102100,102800,101500,610.50K,
6/9/2018,98000,101100,101500,98000,918.94K,
7/9/2018,97200,96100,99000,96100,698.83K,
10/9/2018,99300,98000,99900,97100,896.45K,
11/9/2018,101200,98500,102000,98500,726.37K,
12/9/2018,101400,101200,103000,101100,629.76K,
13/09/2018,100300,101400,102000,100000,422.54K,
14/09/2018,101000,100300,101500,99700,614.37K,
17/09/2018,99000,100800,101300,98900,465.65K,
18/09/2018,99600,98000,99600,98000,613.16K,
19/09/2018,98600,99600,100100,98500,416.47K,
20/09/2018,98500,98200,99500,98200,449.42K,
21/09/2018,98600,98500,99300,98400,1.58M,
24/09/2018,99600,98600,100300,98600,323.61K,
25/09/2018,99500,99600,99600,99200,426.72K,
26/09/2018,99000,99200,99300,99000,505.18K,
27/09/2018,98600,99000,99200,98500,497.46K,
28/09/2018,98300,98600,98600,98100,857.91K,
1/10/2018,98500,99900,102500,98500,1.27M,
2/10/2018,102000,99900,102000,99700,1.21M,
3/10/2018,102200,103000,103900,101800,860.38K,
4/10/2018,100600,102100,102200,100600,635.15K,
5/10/2018,98500,99900,100400,98300,1.87M,
8/10/2018,96600,97600,98300,96400,1.77M,
9/10/2018,96600,96600,97300,96100,944.59K,
10/10/2018,96600,96600,97700,96500,1.21M,
11/10/2018,93000,92000,94400,89900,3.28M,
12/10/2018,96000,93000,97500,92800,1.74M,
15/10/2018,95500,96000,96700,94000,720.50K,
16/10/2018,98600,95000,98600,94200,1.29M,
17/10/2018,99000,98600,99600,98200,1.31M,
18/10/2018,99100,98500,99200,98000,896.14K,
19/10/2018,99100,96500,99100,96500,915.87K,
22/10/2018,99100,98100,99600,97100,536.93K,
23/10/2018,99000,98100,99000,96500,608.75K,
24/10/2018,98800,98000,99500,97500,681.29K,
25/10/2018,96800,96700,98200,94600,404.05K,
26/10/2018,96400,96200,98000,95700,653.11K,
29/10/2018,97200,95500,97700,95000,643.70K,
30/10/2018,96600,95500,97300,95500,452.08K,
31/10/2018,97200,95600,97200,95600,582.47K,
1/11/2018,95500,96500,96800,95000,1.23M,
2/11/2018,96000,95600,96700,95500,1.48M,
5/11/2018,96000,96000,96500,95100,664.13K,
6/11/2018,95800,96000,96500,95400,597.17K,
7/11/2018,96000,96300,96300,94300,608.18K,
8/11/2018,96000,96000,96600,95800,383.03K,
9/11/2018,95900,95000,96000,95000,602.57K,
12/11/2018,95900,95800,96000,95500,720.99K,
13/11/2018,93300,94800,95000,93300,598.80K,
14/11/2018,94700,93600,95100,93400,450.95K,
15/11/2018,91700,94700,94700,90900,689.54K,
16/11/2018,90100,91700,92500,89800,895.70K,
19/11/2018,96400,90100,96400,90100,1.55M,
20/11/2018,97200,94700,97200,94700,1.47M,
21/11/2018,97300,97000,97300,95000,1.61M,
22/11/2018,98000,97200,98000,96500,1.35M,
23/11/2018,99000,98800,99000,97000,1.06M,
26/11/2018,100500,99000,100500,98000,642.52K,
27/11/2018,101500,100500,103200,100500,467.40K,
28/11/2018,102000,101500,102000,100800,577.60K,
29/11/2018,102000,102500,103000,101700,367.13K,
30/11/2018,101700,101000,102000,97500,1.02M,
3/12/2018,101900,101800,103000,101300,262.71K,
4/12/2018,102000,102400,102400,101600,966.49K,
5/12/2018,102100,101900,102200,101000,461.24K,
6/12/2018,102100,102100,102200,101100,251.61K,
7/12/2018,102200,102100,102200,101500,460.96K,
10/12/2018,102100,102000,102200,101100,806.73K,
11/12/2018,102200,102100,102200,101400,457.47K,
12/12/2018,102200,102200,102400,102000,403.32K,
13/12/2018,102800,102500,103900,101800,488.82K,
14/12/2018,102700,102200,103000,101600,234.66K,
17/12/2018,102500,102000,102700,101900,205.95K,
18/12/2018,102000,101800,102000,100000,531.47K,
19/12/2018,102000,102000,102300,100500,506.60K,
20/12/2018,101900,101000,102000,100800,387.37K,
21/12/2018,102000,100500,102000,100000,791.04K,
24/12/2018,102000,102000,102200,101300,216.96K,
25/12/2018,101900,100100,101900,100100,293.61K,
26/12/2018,101900,101000,101900,101000,367.75K,
27/12/2018,102400,101000,102900,101000,690.68K,
28/12/2018,95300,103300,103400,95300,381.32K,
2/1/2019,100400,101200,101300,97500,602.45K,
3/1/2019,100300,100000,100300,98200,496.95K,
4/1/2019,100600,100000,100700,98000,458.00K,
7/1/2019,101000,100900,103000,99900,589.15K,
8/1/2019,101000,102000,102000,99700,494.30K,
9/1/2019,101500,101000,101900,99000,659.21K,
10/1/2019,101400,101200,101500,100000,551.98K,
11/1/2019,101400,101000,101400,100100,569.03K,
14/01/2019,101400,101300,101900,100200,562.93K,
15/01/2019,101500,101400,101500,100400,711.45K,
16/01/2019,102000,101500,102100,100800,518.16K,
17/01/2019,102000,102000,102200,100700,325.13K,
18/01/2019,102200,101500,102200,100900,498.29K,
21/01/2019,102400,102200,102400,101300,404.25K,
22/01/2019,102400,102400,102400,101500,258.07K,
23/01/2019,102600,102000,103700,102000,299.57K,
24/01/2019,102800,102500,102900,102200,184.72K,
25/01/2019,102900,102800,103500,102200,306.67K,
28/01/2019,103700,102900,103700,102600,381.26K,
29/01/2019,103900,104900,104900,103000,225.31K,
30/01/2019,103900,103900,104000,102900,370.04K,
31/01/2019,103900,104000,104500,102500,651.02K,
1/2/2019,98800,103800,103800,98800,2.10M,
11/2/2019,104000,102000,104000,101200,527.31K,
12/2/2019,109100,104900,109100,104000,769.11K,
13/02/2019,109000,108000,109300,107200,822.04K,
14/02/2019,112900,109000,113000,109000,995.31K,
15/02/2019,112000,113000,113000,112000,670.90K,
18/02/2019,113700,112500,113700,111700,829.15K,
19/02/2019,116000,113500,116600,113500,1.00M,
20/02/2019,116500,115200,116900,115200,678.80K,
21/02/2019,118400,116500,118400,116300,1.16M,
22/02/2019,117000,118000,118400,116600,720.97K,
25/02/2019,116300,117000,117900,115900,624.89K,
26/02/2019,115500,116000,116600,113500,792.71K,
27/02/2019,117400,115500,117900,115500,824.62K,
28/02/2019,114000,117000,117400,113100,1.13M,
1/3/2019,115100,114000,117000,114000,739.26K,
4/3/2019,117400,116700,117600,115800,660.55K,
5/3/2019,117300,117400,117800,116900,706.06K,
6/3/2019,117700,117700,117700,117100,377.28K,
7/3/2019,119200,117900,122500,117800,1.80M,
8/3/2019,118100,119000,119600,118100,845.28K,
11/3/2019,118300,117000,118300,117000,429.39K,
12/3/2019,118600,119000,119400,118200,902.20K,
13/03/2019,117500,118500,120000,117000,1.26M,
14/03/2019,118800,116500,118800,115600,1.16M,
15/03/2019,118700,119300,119300,117900,1.70M,
18/03/2019,121300,120000,121300,119100,1.11M,
19/03/2019,121000,121300,122400,120700,1.19M,
20/03/2019,120200,121000,121000,119100,780.19K,
21/03/2019,117000,120000,120300,117000,1.21M,
22/03/2019,118600,117000,118900,117000,1.11M,
25/03/2019,115200,117000,117300,115000,886.80K,
26/03/2019,113700,115500,116800,113000,846.57K,
27/03/2019,113900,115000,115900,113900,772.08K,
28/03/2019,115900,113900,115900,113900,561.88K,
29/03/2019,115900,115900,116800,115900,1.10M,
1/4/2019,116500,116400,116500,115800,828.43K,
2/4/2019,116300,116900,117200,116200,1.04M,
3/4/2019,114900,115500,116000,114500,464.27K,
4/4/2019,115100,115300,115800,114100,383.73K,
5/4/2019,115100,115300,115400,114600,235.79K,
8/4/2019,115500,115200,115800,114800,435.19K,
9/4/2019,113000,116000,116000,112800,1.16M,
10/4/2019,111800,113000,114000,110900,696.00K,
11/4/2019,115000,111800,115000,111800,350.81K,
12/4/2019,113200,115000,115000,113000,551.99K,
16/04/2019,113100,109500,113100,108000,1.23M,
17/04/2019,110000,111300,113000,110000,960.22K,
18/04/2019,109000,109500,110000,105000,891.24K,
19/04/2019,110100,110000,110600,108200,414.05K,
22/04/2019,111900,109000,111900,107000,794.06K,
23/04/2019,113000,111900,113000,111000,534.66K,
24/04/2019,113800,113000,114000,112100,447.82K,
25/04/2019,113600,113800,113800,112000,503.49K,
26/04/2019,113700,112000,113700,112000,826.05K,
2/5/2019,113600,113800,113900,113000,190.97K,
3/5/2019,112500,113700,113700,112100,705.50K,
6/5/2019,112200,112000,112300,110200,290.58K,
7/5/2019,112600,112200,113300,111000,421.35K,
8/5/2019,112600,111500,112700,111400,348.50K,
9/5/2019,112600,112700,112700,111600,314.14K,
10/5/2019,112700,112600,113000,112200,289.16K,
13/05/2019,112900,111900,112900,111700,439.20K,
14/05/2019,113500,112000,113500,111900,539.28K,
15/05/2019,115300,113500,116200,113400,456.79K,
16/05/2019,116900,115300,118900,115300,773.01K,
17/05/2019,116900,117000,118100,116100,464.26K,
20/05/2019,117500,117000,117500,116100,406.34K,
21/05/2019,117500,118700,118700,116300,708.62K,
22/05/2019,117500,117200,118100,116000,382.33K,
23/05/2019,117000,117000,117600,116200,249.83K,
